,ID,filename,sentence_id,text,space_type
1424,,Karl_May_-_Und_Friede_auf_Erden!_(1901).txt,-1,Niemand sprach.,no_space
1425,,Ernst_von_Wolzogen_-_Das_dritte_Geschlecht_(1899).txt,2291,"Und ihren
Wirtsleuten erklärte Frau von Robiceck beim Abschiede mit aller
Entschiedenheit, dass sie nicht eher zurückkehren würde, als bis der Herr
nebenan die Wohnung wieder verlassen hätte.",action_space
1426,,Adelbert_von_Chamisso_-_Peter_Schlemihls_wundersame_Geschichte_(1813).txt,7,"Ich begehrte ein Zimmer, der Hausknecht maß mich mit
einem Blick und führte mich unters Dach.",action_space
1427,,Joseph_Roth_-_Rechts_und_Links_(1929).txt,21,"Man hörte, wie sie splitterten und krachten und wie ihre Kronen
zum letztenmal rauschten, indem sie zum erstenmal die Erde berührten.",perceived_space
1428,,Joseph_von_Eichendorff_-_Viel_Lärmen_um_Nichts_(1833).txt,571,"Es
blitzte von fern, unten sah ich die Feuer des Biwaks und konnte in der grellen
Beleuchtung die Gestalten der darum gelagerten Reiter unterscheiden, von denen
von Zeit zu Zeit ein fröhliches Lied und das Wiehern einzelner Rosse durch die
mondhelle Nacht herüberschallte.",perceived_space
1429,,Paul_Scheerbart_-_Tarub_Bagdads_berühmte_Köchin_(1897).txt,1789,"Ach – schließlich kletterte Safur über die Gartenmauer, fiel in eine
Dornenhecke, zertrampelte ein Tulpenbeet, stieß sich den Kopf an einem
Birnenbaum und stieg darauf etwas blutend und voll Schmutz durch das
Küchenfenster in Tarub's Küche.",action_space
1430,,Ludwig_Ganghofer_-_Die_Trutze_von_Trutzberg_(1915).txt,5076,"Das schon grob zersplitterte Bohlengefüge schwankte halb gegen
den Torgraben hinaus, und die aufgestapelten Sandsäcke rollten nach.",perceived_space
1431,,Joseph_von_Lauff_-_Marie_Verwahnen_(1902).txt,1670,"Mitten im Zimmer befand sich ein Tisch, auf dem die Alte in
vorsorglicher Weise einen frugalen Imbiß hergerichtet hatte.",descriptive_space
1432,,Hektor_Zollikofer_-_Die_Bergfahrt_(1853).txt,51,"»Karl«, so fing meiner Wirthin Bruder an, indem wir von dem streifigen
Morgenroth angeschimmert, die Allee eines nahen Landhauses mit unsern Schritten
hinauf- und hinabmaßen, bis der Sonnenstrahl den Thau der Bänke aufgeküßt
hatte, »unser Karl kam vor ungefähr sieben Jahren in diese Gegend.",perceived_space
1433,,Jakob_Wassermann_-_Lukardis_-_Erzählungen_(1920).txt,1084,"Ein paar Minuten lang blieb
es still, dann ging's treppauf, treppab in schnellen, bestürzten Schritten.",action_space
1434,,Joseph_von_Eichendorff_-_Viel_Lärmen_um_Nichts_(1833).txt,467,"Die Morgenglocken tönen von neuem durch die weite Stille,
es ist, als hört' ich Gottes leisen Tritt in den Fluren, und ferne Schlösser
erst und Burgen hängen glühend über dem Zauberduft.",perceived_space
1435,,Curt_Grottewitz_-_Sonntage_eines_Großstädters_in_der_Natur_(1906).txt,128,"Der Himmel war gleichfarbig grau, und die Luft so
dicht mit Wasserdampf gesättigt, daß der Horizont wie mit Nebel verschleiert
lag, und die Feuchtigkeit sich auf die Kleidung und den grimmigen Bart des
Herrn Tanzmann setzte.",perceived_space
1436,,Wilhelm_Jensen_-_Nach_Sonnenuntergang_–_Erstes_Buch_(1879).txt,882,"Der
Rahmen des braunen Laubwerks, der sie einfaßte, die sonderbar abgeschiedene
Welt droben auf dem breiten Wallrücken erhöhten das Wunderliche, und so verging
geraume Weile, ehe ich mich von meinem Staunen so weit erholt, daß mir die
Frage aus dem Mund flog:",perceived_space
1437,,Theodor_Storm_-_Zur_Chronik_von_Grieshuus_(1884).txt,975,"Junker Rolf aber ist vor Ungeduld treppauf und -ab gesprungen,
auch auf den Hof und in die Ställe eingelaufen und zuletzt dann in des Oberst
Zimmer, wo dieser mit dem Verwalter vor der Gutsrechnung gesessen: »Was soll
ich anfangen, Papa?",action_space
1438,,Hermann_Löns_-_Dahinten_in_der_Heide_(1909).txt,490,"die Luft war rein und der Himmel blau und weiß,
die Vögel sangen, und die Hähne krähten vor Wähligkeit.",perceived_space
1439,,Arthur_Schnitzler_-_Der_Weg_ins_Freie_(1908).txt,177,"Mancher freundliche Frauenblick
begegnete dem seinen und schien ihn darüber trösten zu wollen, daß er an diesem
schönen Feiernachmittag einsam und mit allen äußern Abzeichen der Trauer
umherwandelte.",perceived_space
1440,,Peter_Rosegger_-_Waldheimat_(1877).txt,1373,"Wir huben an zu weinen, aber nicht so sehr, weil das Schwesterlein gestorben
war, sondern weil die Mutter weinte.",no_space
1441,,Ernst_Wichert_-_Ansas_und_Grita_(1881).txt,774,"Sie zog dann etwas aus der Tasche, legte die Hand wie einen Trichter um den
Hals der Flasche, schüttete ein Papier darin aus, rüttelte die Flüssigkeit eine
Weile hin und her und stellte das Gefäß wieder in den Schrank hinein, genau an
die Stelle, wo sie es gefunden hatte.",action_space
1442,,Theodor_Storm_-_Viola_Tricolor_(1873).txt,308,"er sah sie unten auf
dem Steige wandeln, und ihm war, als gehe er an ihrer Seite.",visual_space
1443,,Theodor_Storm_-_Zur_Chronik_von_Grieshuus_(1884).txt,344,"Dann stand sie plötzlich mit heißem Antlitz vor ihm: »Zürnet
auch nicht, Herr Junker;",no_space
1444,,Meinrad_Lienert_-_Das_Hochmutsnärrchen_(1911).txt,275,"Darnach machte
es mit ihnen die Runde um alle Altäre und erzählte ihnen mit eifriger leiser
Stimme die Legenden der Heiligen, die wie Schneewittchen in gläsernen Särgen
unter den Altären, prunkvoll bekleidet, die vergoldeten Marterwerkzeuge in den
Armen, ihrer Wiedererweckung harrten.",action_space
1445,,,-1,"Ich brauche ja nicht viel, ein zehntel Gramm
täglich‹, sagte der arme Kerl, ›ist ja nur eine Messerspitze, auf zwei-,
dreimal verteilt.",no_space
1446,,Ludwig_Tieck_-_Liebeszauber_(1812).txt,410,"Mit dem Dolche spielend hatte er
ihn im Zimmer seiner Gattin gefunden.",action_space
1447,,Heinrich_Federer_-_Papst_und_Kaiser_im_Dorf_(1924).txt,6992,Und doch musste etwas geschehen.,no_space
1448,,Max_Eyth_-_Der_Schneider_von_Ulm_(1906).txt,5713,"François schnellte aus seinem Loch heraus , warf sich auf den Tisch zurück , schlegelte mit den Beinen in der Luft und trat wie aus Versehen dem Altgesellen mit der rechten Ferse unsanft auf die Nase .",action_space
1449,,,-1,"»Nein, nicht so«, sagte sie, legte noch einmal die Hand auf seinen Mund, ließ
sie aber dann hinabgleiten und drückte sie auf die Gegend rings um sein Herz,
dann über dem Magen.",no_space
1450,,Heinrich_Seidel_-_Ein_Skizzenbuch_(1878).txt,723,"Die einfallenden Sonnenlichter hoben die aus
dem welken Laube aufgetauchten Fliegenpilze in leuchtendem Scharlach hervor,
und hier und da standen ganze Gesellschaften anderer Pilze, braun oder golden
oder auch weiss, glänzend wie Porzellan.",perceived_space
1451,,,-1,"sie hatte sich die
Federdecke um die Schultern gezogen, und ihr Kopf war so vielfach umwickelt,
daß von dem kleinen zusammengeschrumpften Gesicht nur die rote, scharf gebogene
Nase zu sehen war.",no_space
1452,,ETA_Hoffmann_-_Die_Geheimnisse_-_Merkwürdige_Korrespondenz_des_Autors_mit_vers_(1821).txt,63,"Aber kein Jota erfahren Sie
davon, und diese kleine Kränkung sei die einzige Strafe für das, was Sie an mir
begangen.",no_space
1453,,Charles_Sealsfield_-_Das_Kajütenbuch_oder_Nationale_Charakteristiken_(1843).txt,6689,"Alles lag und hing und stand und lief hier durcheinander: Sattel und Zäume und
Jagdtaschen und Jagdflinten und Sporen und Brogans und Mäntel und Kapotten, und
Waschtische und Becken und Kannen und Hängematten.",action_space
1454,,Johann_Wolfgang_von_Goethe_-_Wilhelm_Meisters_Lehrjahre_(1795).txt,3167,"Einige Töpfe standen beim Feuer,
gruppenweise lagerte sich die Gesellschaft unter den Bäumen und Büschen.",action_space
1455,,Kurd_Laßwitz_-_Musen_und_Weise_(1908).txt,182,"Die Musen und die Weisen warteten noch viele
Abende auf die Männer, welche weise sein wollen, aber sie blieben unter sich.",no_space
1456,,Richard_Voß_-_Zwei_Menschen_(1911).txt,2416,"Mit leiser, feiner Stimme sprach er zu mir.",no_space
1457,,,-1,"In Bagdad erreichte mich ein Brief: »Genug! – Wir wollen dich nicht an die
persischen Hochebenen verlieren.«",action_space
1458,,Leopold_von_Sacher-Masoch_-_Matrena_(1890).txt,43,Die Brücke donnerte unter den Hufen seines Pferdes.,perceived_space
1459,,Joseph_von_Eichendorff_-_Viel_Lärmen_um_Nichts_(1833).txt,446,"Hunde bellten, Bauernköpfe fuhren verschlafen und verwundert aus
den kleinen Fenstern.",perceived_space
1460,,Johannes_Dose_-_Steinbeil_und_Bronzeschwert_(1924).txt,1299,"Der junge Mann setzte sich in der Hütte am Feuer hin, um Angelhaken zu machen.",action_space
1461,,Adalbert_Stifter_-_Abdias_(1842).txt,507,"Abdias stand zu Mittage wieder auf, ging zu dem
Landesflecke neben seiner Wohnung hinaus, wo er sonst seine Gemüse stehen
hatte, und sah nach.",action_space
1462,,Hermann_Löns_-_Mein_buntes_Buch_(1913).txt,411,"Eines kleinen Vogels süßperlendes Nachtlied, der Eule tiefer, runder
Ruf, eines Fisches Platschen, der Espen Geflüster, alles ist es, was noch laut
ist in der Mondnachtstille.",perceived_space
1463,,Max_Eyth_-_Hinter_Pflug_und_Schraubstock_(1899).txt,3405,"Der Friede der abendlichen Deltalandschaft, welche
die untergehende Sonne mit ihrer schimmernden Glut überflutete, legte sich
versöhnend auf die Erlebnisse des Tages.",perceived_space
1464,,Rudolf_Lindau_-_Ein_ganzes_Leben_(1895).txt,48,"Es war,
als ob die vollen, ernsten Stimmen, die er so oft gehört, seine ganze Jugend
und alles, was darin schön und traurig war, in ihm wachriefen.",no_space
1465,,"Hermann_Heiberg_-_Einer,_wie_viele_(1896).txt",40,"Schmelzende Flötentöne erfüllten das Gemach und drangen hinaus in den kleinen,
parkartigen Garten.",perceived_space
1466,,Heinrich_Laube_-_Die_Novelle_in_der_Theaterloge_(1837).txt,68,"Er weiß, daß er
bequemer lebt, als andere Leute, und darum ein starker Geist ist; ob dies
bequemere Leben aus einer Operation seines Geistes entspringt, oder aus dem
Zufalle, dem Leichtsinne, das ist ihm einerlei.",no_space
1467,,Sophie_Mereau_-_Marie_(1798).txt,85,"Ein dichtes Gebüsch,
begränzte an der einen Seite den schnell gewandten Fluß, und eine weite
Aussicht auf der andern verstattete der Einbildungskraft das freiste Spiel.",perceived_space
1468,,Jakob_Wassermann_-_Caspar_Hauser_oder_Die_Trägheit_des_Herzens_(1908).txt,7610,"Bevor er die Haustür schloß , warf er noch einen Abschiedsblick in den Flur , auf das geschweifte Geländer der Treppe , auf den alten braunen Schrank mit den Messingschnallen , der zwischen Küchen und Wohnzimmertür stand , auf das Kehrichtfaß in der Ecke , das mit Kartoffelschalen , Käserinden Knochen , Holzspänen und Glassplittern angefüllt war , und auf die Katze , die stets heimlich und genäschig hier herumschlich .",visual_space
1469,,Karl_Emil_Franzos_-_Moschko_von_Parma_(1880).txt,2343,"Über dem Eingang ist schief eine Tafel
angenagelt, eine sonderbare Tafel, die einst schwarz war und heute grau ist,
die einst viereckig war und heute seltsam ausgezackt erscheint.",descriptive_space
1470,,,-1,"Sie bewedelten ihn mit großen japanischen Papierschirmen, und vorn
auf einem Tisch stand ein Weißbierglas.",descriptive_space
1471,,ETA_Hoffmann_-_Des_Vetters_Eckfenster_(1822).txt,103,"Schau doch nur hin, Vetter, in die dritte Türöffnung des Theaters!",visual_space
1472,,Gorch_Fock_-_Seefahrt_ist_not!_(1913).txt,2459,"Dann schlugen sie den Mittelweg
ein, den die Badegäste die Kartoffelallee getauft haben, und blickten von der
Nordklippe der Insel weit über die graue hohe See, die beiden Finkenwärder.",visual_space
1473,,Hermann_Kurz_-_Der_Weihnachtsfund_(1856).txt,1239,"Er überwand die Bangigkeit, die in seinem Herzen aufsteigen wollte, denn der
felsenfeste Glaube an den inneren Wert des Mädchens, das er unter seinen Augen
hatte aufwachsen sehen, besiegte jedes Bedenken.",no_space
1474,,Ludwig_Ganghofer_-_Auf_der_Wallfahrt_(1880).txt,749,"Und da fragte er wieder: »Wie is dir denn jetzt, geh, sag?
«",no_space
1475,,Carl_Spindler_-_Herbstviolen_(1834).txt,762,"Und die Wirthin fing an zu fluchen, und die Schafhüter zu schelten, und diese
erwiederten mit gewichtigen Schimpfworten, und Gabor und die kroatische Diebin
lachten in's Fäustchen.",no_space
1476,,Arthur_Schnitzler_-_Der_blinde_Geronimo_und_sein_Bruder_(1900).txt,461,Er blickte zur Tür hinüber...,visual_space
1477,,Paul_Scheerbart_-_Machtspässe_(1904).txt,203,"Wieder
schaute er unter dem grünen Zeltdach, während er die Arme über der Brust
kreuzte, zu den Mohnblumen hinüber, auf die großen Palmen, auf die braunen
Lehmmauern – da hörte er hinter sich etwas rascheln.",perceived_space
1478,,Hermann_Sudermann_-_Der_verwandelte_Fächer_–_Fröhliche_Leut'_–_Thea_(1911).txt,382,"Sie wußte aus ihrer fünfzehnjährigen Dienstzeit: das Beste
kam immer von Mama.",no_space
1479,,Sophie_Mereau_-_Marie_(1798).txt,60,"Anton, der bis jezt, vielleicht nur aus Mangel der
Gelegenheit, sein Mißtrauen so hartnäckig behauptet hatte, glaubte in dem
bestimmten, düstern Blik, dem ernsten, gesezten Wesen seines jungen Geistes
hinlängliche Rechtfertigung für seine Offenheit zu finden; und als dieser bei
dem gehabten Unfall nichts so sehr beklagte, als den Verlust einer schönen
Viole d'Amour, die durch das Umwerfen des Wagens zerbrochen war, konnte er sich
in der Freude seines Herzens nicht enthalten, nach einigen kleinen
Bedenklichkeiten, zu der geheimnißvollen Kiste zu gehen, und aus seinem
verstekten Schatze ein ähnliches Instrument hervor zu holen.",action_space
1480,,Jean_Paul_-_Titan_(1800).txt,-1,"Er habe auch einmal ein ganzes Schlachtfeld voll Toter
untereinander reden lassen, in allen Sprachen, zum Erstaunen des alten
Generals.",no_space
1481,,Berthold_Auerbach_-_Das_Landhaus_am_Rhein_-_Band_II_(1869).txt,1860,"Roland hörte manchmal, wie einem neu Einsteigenden halblaut
zugeflüstert wurde:",no_space
1482,,Theodor_Storm_-_Der_Schimmelreiter_(1888).txt,346,"Das langgestreckte Haus des Deichgrafen war durch seine hohe Werfte,
besonders durch den höchsten Baum des Dorfes, eine gewaltige Esche, schon von
weitem sichtbar;",visual_space
1483,,Balduin_Groller_-_Detektiv_Dagoberts_Taten_und_Abenteuer_-_Band_I_-_III_(1910).txt,1554,"Sie konnten das
parfümierte Papier der Herrschaft entwendet haben.",no_space
1484,,Joseph_Roth_-_Die_Kapuzinergruft_(1938).txt,67,"Die frühe
Sonne durchflutete fröhlich das Zimmer.",perceived_space
1485,,L._Marie_Wiegandt_-_Neues_Leben_(1898).txt,1972,"Dann fielen unwillkürlich meine Blicke auf die gegenüberliegenden Fenster Dr.
Tonderns.",visual_space
1486,,Adalbert_Stifter_-_Bunte_Steine_(1853).txt,180,"An der äußersten Grenze unserer Gasse, sehr weit
von der Haustür entfernt, wo der kleine Hügel, auf dem unser Haus steht, schon
gegen die vorbeigehende Straße abzufallen beginnt, lagen einige ausgehauene
Stämme, die zu einem Baue oder zu einem andern ähnlichen Werke bestimmt waren.",descriptive_space
1487,,ETA_Hoffmann_-_Des_Vetters_Eckfenster_(1822).txt,203,"Nach den Blumen dort schau ich nicht gerne hin, lieber Vetter;",visual_space
1488,,,-1,"Aber als er die Tür geöffnet hatte, sah er seinen Vater aufrecht mit
aufgestützten Armen in dem Bette sitzen, als ob er eifrig lausche;",visual_space
1489,,Richard_Voß_-_Felice_Leste_(1889).txt,19,"Mit Ausnahme
der Falken, die das ganze obere, ruinenhafte Geschoß für sich eingenommen
hatten, hauste die gesamte Bewohnerschaft in einem einzigen höhlenartigen Raum
einträchtig beisammen.",descriptive_space
1490,,Theodor_Fontane_-_Effi_Briest_(1895).txt,2406,"Und dann gingen sie den schattigen Gang
hinunter und wieder auf das Kirchhofstor zu.",action_space
1491,,Arthur_Schnitzler_-_Der_Weg_ins_Freie_(1908).txt,11,"Unwillkürlich ließ er seinen Blick auf dem
leeren Sessel am oberen Tischende ruhen, über den durch das offene
Mittelfenster die Septembersonne hinfloß, und es war ihm, als hätte er seinen
Vater, der seit zwei Monaten tot war, noch vor einer Stunde dort sitzen
gesehen;",perceived_space
1492,,Franz_Kafka_-_Der_Prozeß_(1925).txt,3181,"Vorläufig war er noch frei, er
konnte noch weitergehen und durch eine der drei kleinen, dunklen Holztüren, die
nicht weit vor ihm waren, sich davonmachen.",action_space
1493,,"Christoph_von_Schmid_-_Gottfried,_der_junge_Einsiedler_(1829).txt",359,"Indem er so sprach, bemerkte er in dem klaren, hellen Wasser des Meeres einige
Fischlein mit roten Flossen und schwarzen Augen, die lustig umherschwammen.",perceived_space
1494,,Hugo_Bettauer_-_Der_Kampf_um_Wien_(1922).txt,1961,"Es war vier Uhr nachmittags des nächsten Tages, Hilde saß im Büro der Brüder
Krause, hatte noch ein Dutzend Briefe im Stenogramm vor sich, die übertragen
werden mußten, und stellte seufzend fest, daß sie den Verkauf der Kette heute
nicht mehr würde bewerkstelligen können.",action_space
1495,,Meinrad_Lienert_-_Der_König_von_Euland_(1928).txt,1226,"So packte er denn
seine Hacke fester und begann mit den Tagnern, die taten als hätten sie keinen
Augenblick von ihrer Arbeit weggesehen, weiter zu arbeiten.",action_space
1496,,Hugo_von_Hofmannsthal_-_Das_Dorf_im_Gebirge_(1896).txt,6,"Nur den Schmuck der Wände hat man zurückgelassen: die Geweihe und die vielen
kleinen Bilder der Jungfrau Maria und der Heiligen in geschnitzten und
papierenen Rahmen, zwischen denen Rosenkränze aus unechten Korallen oder
winzigen Holzkugeln hängen.",perceived_space
1497,,ETA_Hoffmann_-_Seltsame_Leiden_eines_Theaterdirektors_(1818).txt,437,"So glich der Beifall oder vielmehr die Verzückung
den verderblichen Folgen eines Opiumrausches.",no_space
1498,,Ferdinand_Emmerich_-_Streifzüge_durch_Celebes_(1923).txt,1554,"Wir mußten nun mit Stangen arbeiten und uns teils durch Schieben, teils
durch Rudern durch das Wurzelwerk hindurcharbeiten.",action_space
1499,,Jakob_Wassermann_-_Caspar_Hauser_oder_Die_Trägheit_des_Herzens_(1908).txt,7304,"Als er eines Abends über den Schloßplatz ging und an der mächtigen Fassade mit den hohen , immer geschlossenen Fenstern emporsah , glaubte er in den leergedachten Sälen übergroße Gestalten wahrzunehmen , die ihn feindselig beobachteten .",perceived_space
1500,,"Hermann_Heiberg_-_Einer,_wie_viele_(1896).txt",61,"Sie waren ganz im Styl der alten, adeligen Häuser gehalten: hoch luftig, mit
Rokkokostuck und hellen, anmutigen Tapeten.",descriptive_space
1501,,Marie_von_Ebner-Eschenbach_-_Das_Schädliche_(1894).txt,1271,"Natürlich blieb ich dabei: «Du bekommst keine Antwort, bevor ich mit Lore
gesprochen habe.»",no_space
1502,,ETA_Hoffmann_-_Des_Vetters_Eckfenster_(1822).txt,130,"Ehe wir uns von der Theaterwand abwenden, laß uns noch einen Blick
auf die dicke gemütliche Frau mit vor Gesundheit strotzenden Wangen werfen, die
in stoischer Ruhe und Gelassenheit, die Hände unter die weiße Schürze gesteckt,
auf einem Rohrstuhle sitzt und vor sich einen reichen Kram von hellpolierten
Löffeln, Messern und Gabeln, Fayence, porzellanenen Tellern und Terrinen von
verjährter Form, Teetassen, Kaffeekannen, Strumpfware, und was weiß ich sonst,
auf weißen Tüchern ausgebreitet hat, so daß ihr Vorrat, wahrscheinlich aus
kleinen Auktionen zusammengestümpert, einen wahren Orbis pictus bildet.",visual_space
1503,,Marie_Bernhard_-_Heimatluft_(1900).txt,948,"Lastende Schwere in Haupt und Gliedern – feuchte Wärme um den ganzen Körper
herum – tanzende Funkenschwärme hinter den geschlossenen Augenlidern –
halblaute Stimmen um ihn her ...",perceived_space
1504,,Johann_Gabriel_Seidl_-_Cornelia_Fieramonti_(1842).txt,80,"Endlich ging die Türe auf, und der Conte erschien im eleganten Negligee, gegen
welches sein verstörtes, totenblasses Gesicht mit dem schwarzen Kinn- und
Schnurrbarte seltsam abstach.",action_space
1505,,Theodor_Fontane_-_Unwiederbringlich_(1891).txt,4281,"In derselben Stunde noch, als wir sie vom Strand
heraufgebracht hatten, gingen wir auf ihr Zimmer und suchten, ob sich nicht ein
Abschiedswort fände.",action_space
1506,,,-1,"In einem
engen, vaterländisch ausgeschlagenen Raum konnte ein Richter Recht sprechen,
und wo sollte er das auch sonst tun!",descriptive_space
1507,,Theodor_Storm_-_Zur_Chronik_von_Grieshuus_(1884).txt,349,"»Ihr habt es totgemacht!« rief sie und sah
bestürzt auf den noch zuckenden Vogel, den er jetzt nebst dem Messer auf den
Steinsitz niederlegte.",action_space
1508,,Joseph_von_Eichendorff_-_Libertas_und_ihre_Freier_(1848).txt,7,"Über dem Schloßportal aber bef
and sich eine überaus künstliche Uhr, die mit großem Geknarre Stunden, Minuten
und Sekunden genau angab, aber aus Versehen rückwärts fortrückte und daher
jetzt beinahe schon um fünfzig Jahre zu spät ging;",perceived_space
1509,,,-1,"»Vaterle, warum hast du nur immer so viele Flecken an deinem Rock, siehst du
nicht, wie sauber der Eduard ist?«",no_space
1510,,Theodor_Storm_-_Der_Schimmelreiter_(1888).txt,279,"sie
streichelte das dicke Fell des toten Tieres, legte ihm die Tatzen zusammen,
neigte ihre lange Nase über dessen Kopf und raunte ihm unverständliche
Zärtlichkeiten in die Ohren.",no_space
1511,,Arthur_Schnitzler_-_Die_Braut_(1895).txt,5,"Sie
war nicht maskiert und machte durchaus kein Hehl aus ihrer wahren Person.",no_space
1512,,Jean_Paul_-_Die_unsichtbare_Loge_(1793).txt,15,"Dritter Sektor oder Ausschnitt : Unterirdisches Pädagogium – der beste
Herrnhuter und Pudel",no_space
1513,,Friedrich_Glauser_-_Krock_&_Co_(1941).txt,318,"Der Tür gegenüber stand eine Hütte,
an die, doch niederer als sie, ein Stall angebaut worden war.",descriptive_space
1514,,Arthur_Schnitzler_-_Frühlingsnacht_im_Seziersaal_(1895).txt,79,"Und als es
nun ganz still war, schritt der Mann langsam hinaus durch die offene Tür.",action_space
1515,,Franz_Kafka_-_Der_Prozeß_(1925).txt,-1,Dann zog er seine Uhr und sah schnell nach K. hin.,visual_space
1516,,Peter_Rosegger_-_Als_ich_noch_der_Waldbauernbub_war_(1900).txt,3545,"Und knapp an der hinteren Tür trafen
wir uns.",action_space
1517,,Ludwig_Ganghofer_-_Edelweißkönig_(1886).txt,2140,"Die Faust auf die Tischplatte
stützend, richtete Jörg sich auf.",action_space
1518,,Balduin_Möllhausen_-_Die_beiden_Jachten_(1891).txt,6350,"Nach den Flaschen greifend, mischte er
sich einen Trunk, in dem der Rum weit vorwog.",action_space
1519,,Rudolf_Lindau_-_Schweigen_(1895).txt,47,– Ich ging unterdessen auf die Jagd.,action_space
1520,,,-1,"Das trieb sie aus dem Bett, warf sie auf den Boden und drückte ihr das Ohr fest an die Diele, weil sie glaubte, der Unglückliche ringe mit dem Tode und ihr Vater spreche die Sterbegebete.",action_space
1521,,Eduard_Mörike_-_Der_Spuk_im_Pfarrhaus_zu_Cleversulzbach_(1841).txt,118,"November 1840 abends um 8 ½ Uhr zu Bette gegangen und hatte
sogleich das Licht gelöscht.",action_space
1522,,Balduin_Möllhausen_-_Der_Vaquero_(1905).txt,1049,»Darauf bin ich gefaßt.«,no_space
1523,,Christoph_von_Schmid_-_Kupfermünzen_und_Goldstücke_(1854).txt,15,"Sie gingen
in das Wäldchen und sahen uns auf der Wiese;",visual_space
1524,,Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826).txt,41,Seitwärts durch die Bäume sah ich die 'Türme von Wien.,visual_space
1525,,Hugo_Bettauer_-_Der_Kampf_um_Wien_(1922).txt,1960,Im Separee.,no_space
1526,,Ida_Hahn-Hahn_-_Faustine_(1840).txt,4379,"Ich hüllte mich
in meinen Gram wie in ein Panzerhemd und wappnete mich mit meiner Erbitterung
wie mit einem scharfen Schwert.",no_space
1527,,Theodor_Storm_-_Der_Schimmelreiter_(1888).txt,191,"mit langen Nasen und Hälsen sah er sie fern an den
rauchenden Spalten auf und ab spazieren;",perceived_space
1528,,Georg_Freiherr_von_Ompteda_-_Margret_und_Ossana_(1911).txt,4218,Sie haben nur zwei Parterrezimmer.,descriptive_space
1529,,Felix_Dahn_-_Chlodovech_(1895).txt,779,"Wie lautet das oberste Gebot, holde
Rathilde?« – »Liebe deinen Nächsten wie dich selbst.«",no_space
1530,,Theodor_Storm_-_Novellen_(1888).txt,322,"In der Stadt waren die Fenster dunkel , es schlief schon alles ; nur oben in den hohen Zimmern eines großen Hauses wachte noch ein junger Mann .",perceived_space
1531,,Franz_Kafka_-_Heimkehr_(1920).txt,17,"Und weil ich von der Ferne horche, erhorche ich nichts, nur einen leichten
Uhrenschlag höre ich oder glaube ihn vielleicht nur zu hören, herüber aus den
Kindertagen.",perceived_space
1532,,Walther_Kabel_-_Der_seltsame_Milliardär_(1933).txt,850,"In dieser Wohnung, die meine
Mitschuldigen und jetzigen Verfolger bisher nicht aufgespürt haben, liegt der
Ueberrest meines Beuteanteils von damals unter einem von mir hergestellten
Versteck im Schlafzimmer.",descriptive_space
1533,,Jakob_Christoph_Heer_-_Felix_Notvest_(1901).txt,983,"Allein Lony hat sich erst eine Stunde in ihre Kammer begeben, vor der die
zwitschernden Schwalben ihre Nester bauen, so fährt sie über einen lauten
Wortwechsel, der sich in der Stube erhoben hat, empor.",action_space
1534,,Hugo_Marti_-_Das_Haus_am_Haff_(1922).txt,2052,Die Wolken jagten angstvoll dahin.,perceived_space
1535,,Ludwig_Ganghofer_-_Der_Mann_im_Salz_(1919).txt,5253,"Madda saß auf der Hausbank, den Kopf an die Mauer gelehnt.",descriptive_space
1536,,Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826).txt,111,"Die schöne Frau, welche eine Lilie
in der Hand hielt, saß dicht am Bord des Schiffleins und sah so still lächelnd
in die klaren Wellen hinunter, die sie mit der Lilie berührte, so daß ihr
ganzes Bild zwischen den widerscheinenden Wolken und Bäumen im Wasser noch
einmal zu sehen war, wie ein Engel, der leise durch den tiefen blauen
Himmelsgrund zieht.",perceived_space
1537,,Joseph_von_Eichendorff_-_Das_Schloß_Dürande_(1837).txt,393,"Da fielen seine Augen auf sein Gärtchen, die
Kirschbäume, die er gepflanzt, standen schon in voller Blüte;",perceived_space
1538,,Johann_Wolfgang_von_Goethe_-_Die_Leiden_des_jungen_Werther_(1774).txt,55,"Die kleine
Mauer, die oben umher die Einfassung macht, die hohen Bäume, die den Platz
rings umher bedecken, die Kühle des Orts;",perceived_space
1539,,Hugo_von_Hofmannsthal_-_Erinnerung_schöner_Tage_(1908).txt,79,"Im Dunkel, wo das Mühlwasser am tiefsten und am reißendsten geht, oder
dem Wehr, dort steht im Dunkel der große alte Fisch, der das Licht geschluckt
hat.",perceived_space
1540,,Ernst_Wichert_-_Das_Grundstück_(1891).txt,879,Da liegt ein Sandkorn oder eine Tannennadel oder sonst ein unscheinbares Ding in dem Wege und lenkt sie ein ganz klein wenig ab .,perceived_space
1541,,Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826).txt,168,"Entspringen konnt ich nicht mehr, denn schon
kam meine schöne gnädige Frau selber, in einem grünen Jagdhabit und mit
nickenden Federn auf dem Hute, langsam und, wie es schien, in tiefen Gedanken
die Allee herabgeritten.",action_space
1542,,,-1,"Als sie
niederstiegen in das Thal, umfing sie eine feuchte Kälte; die Sonne stand noch
niedrig, die hohen Berge hielten ihre Strahlen ab.",perceived_space
